longitude,latitude
112.919722,35.979444
112.931944,35.978889
111.782222,36.914167
111.806667,36.929722
111.821389,36.934444
111.795833,36.923611
111.776667,36.902778
111.778611,36.916111
111.803056,36.935
111.791111,36.924167
111.820833,36.946111
111.830556,36.945
111.793056,36.926667
111.821944,36.939167
111.838611,36.945
112.440278,38.899722
112.434444,38.891111
112.435556,38.89
112.429722,38.886667
112.423056,38.883333
112.421667,38.877778
112.425,38.875833
112.427778,38.883333
112.423333,38.874722
112.421111,38.874444
112.419722,38.878056
112.417778,38.882778
112.415556,38.876389
112.416944,38.876389
112.415,38.873889
112.411944,38.870556
112.411944,38.875278
112.410278,38.875556
112.410278,38.874722
112.409444,38.875833
112.410833,38.870278
112.408056,38.868333
112.405,38.871667
112.406944,38.870556
112.420278,38.875
112.416944,38.875556
112.4025,38.884444
112.41,38.873333
112.413611,38.896389
112.436944,38.890556
112.4375,38.893889
112.416389,38.877778
112.417222,38.880833
112.418889,38.874167
112.413611,38.871944
112.411944,38.871111
112.41,38.873333
112.424722,38.879722
112.412222,38.869444
112.413056,38.866944
112.404167,38.872222
112.396389,38.881111
112.396111,38.878611
112.401944,38.883611
112.428611,38.879444
112.442222,38.898611
112.389167,38.893333
112.408333,38.866111
112.410556,38.865833
112.400556,38.879722
112.884558,35.550033
112.880419,35.57505
112.912872,35.570422
112.902319,35.565542
112.881558,35.570175
112.886089,35.578553
112.885544,35.6041
112.909969,35.577217
112.887933,35.569669
112.884094,35.5751
112.880956,35.569978
112.892436,35.598531
112.902314,35.602633
112.905608,35.575122
112.915519,35.562858
112.905747,35.578244
112.890389,35.600375
,
 ,WD149-2_副本.jpg
112.873217,35.543369
112.907367,35.560111
112.891156,35.600308
112.908706,35.564081
112.880981,35.572175
112.912125,35.562664
112.8833,35.571072
112.891914,35.59705
112.885958,35.567547
112.892906,35.607078
112.891111,35.572056
112.884467,35.608728
112.884747,35.566533
112.892803,35.603636
 , 
112.889764,35.572644
112.885036,35.577122
112.869014,35.547214
112.883044,35.567128
112.909317,35.546694
112.891444,35.603603
112.904336,35.557728
112.881572,35.578669
112.882872,35.568208
112.883333,35.5696
112.895536,35.594903
112.886608,35.569936
112.886303,35.5669
112.879183,35.588169
112.883944,35.573642
112.890978,35.602089
